returns
-0.158163223
2.367561403
0.605205932
-0.216289577
1.004614909
-0.188257169
0.716407732
-0.876037215
1.943482292
0.021161511
-0.552399143
1.807714725
0.549655843
-1.337334334
-0.072051776
0.562841624
0.80993599
-0.021732822
0.31961152
-0.801173269
1.040806769
1.419276021
1.802831001
0.719083717
1.982803218
0.150371368
-1.882163814
3.155712928
-0.178262512
0.357511443
-0.267483577
2.223672171
5.777510638
-1.208213531
-0.171178268
-0.245571496
2.16595852
1.176871243
0.575787745
0.837076101
-1.0249615
-4.052585317
1.959471611
0.678585326
-0.833156992
-0.692690586
1.249940536
2.810411915
-0.462807715
0.038516688
0.037824229
-0.080566399
-2.401606537
-1.138921263
1.153962245
-0.401323757
3.788138757
2.589579248
-0.066530629
1.272860599
0.991400418
-0.12321018
0.447603432
0.255278816
-2.184037303
-0.224412346
-0.328799096
2.7358292
0.035507032
-0.371722809
1.184802774
-2.33240247
-0.164234104
0.275410053
-2.214692925
-1.341876589
0.283942556
0.32960741
-6.019167923
0.973663669
-1.44047157
-1.86479977
3.567862922
-1.668467504
-0.644694596
2.223078805
0.451663826
-2.575728527
-0.852376292
1.344890687
-0.475551172
-1.808756071
0.277212986
1.197147075
0.95942186
-0.22769384
-0.622198141
-0.313410898
0.061252016
-0.927911859
-0.037856616
-0.905562807
1.284011809
2.961518039
-0.760559277
-0.154626439
-0.83139076
-0.001504849
0.349446524
1.308845853
2.984664693
0.141469025
0.190952637
-1.04562556
-0.183763344
1.061360457
-0.240979574
2.840529427
0.03447233
-1.114470863
-0.526149214
0.517647578
-2.349720429
-0.254347208
-0.168630923
-0.0400953
0.619178923
0.405009437
-0.454539506
-0.057991329
-0.956980989
1.044126071
-0.692315099
0.217417891
0.786337684
0.814354837
0.194613659
-0.111476473
0.415504959
-0.90736323
-0.834949688
-1.484113854
-1.933208047
-1.076566976
-0.410540468
1.31300214
-0.979464545
1.788627096
-0.905740003
0.453175818
0.314489584
0.44669966
2.147774649
-0.088747249
-0.15784422
0.310167657
0.718591761
-1.44867776
1.346082897
-0.376979079
-0.326547739
0.247675518
1.2744576
0.137394137
0.836997749
1.006803255
0.58891452
0.617060236
-0.344998642
-0.739353113
