returns
1.070054044
-0.369857277
-1.69438484
0.483586701
0.365002947
0.286741995
-1.149698346
0.267308942
-0.774367423
-0.773980109
0.299306469
-0.994506696
0.605082184
0.144774387
0.813699653
0.9525956
1.055729563
-0.430725538
-0.345212512
0.064654183
-1.432913953
0.295785444
0.386821612
-0.638501166
-0.010772754
0.672654858
0.761644083
-0.417491854
-0.487089777
-0.115042765
1.674585278
0.649014845
0.618751532
-0.448966319
0.175334457
-0.473679982
-1.778439402
0.0182152
-0.095006575
0.15052837
-0.739260712
0.792295184
0.99581114
-0.997474439
-0.468512278
-1.023396079
0.730082598
0.346132753
-0.412861112
-0.34417543
-0.87458921
0.192779192
0.39099086
-0.03293119
0.764508847
0.591668201
-0.177946943
0.126657457
0.06061668
-0.300881456
1.964552137
0.485812066
1.351413321
-0.223342896
-0.13977786
-0.246059403
-1.256399483
0.649796873
-0.052380909
0.876184606
-0.098409355
1.47109004
0.365581405
1.349522101
-0.175384385
-0.378765442
0.746294987
-1.158302347
1.257838705
-0.028459734
0.975319225
-0.336007266
-0.554101042
-0.425481027
0.139934338
0.742796302
-1.723411384
0.427395439
-3.147571631
-8.208776331
2.603306022
1.126570113
1.843872525
0.002410366
0.412903865
0.926718042
0.805583665
-0.617144804
0.699957926
2.224226669
-0.489568504
-0.152919899
2.277926115
0.116564154
-0.402085511
-0.217641701
-1.240465156
0.290786145
-3.609821311
3.236777242
0.531698975
0.577354879
2.203296448
-1.634934045
-3.475774064
2.118901804
-1.338989852
-1.943028842
-1.41721497
-4.394505808
-0.488281879
-1.999130277
-1.305533155
1.771054106
-3.422551266
2.65014592
2.651430908
-0.659547857
0.324347608
-0.973711989
0.327271073
-0.301009664
1.604842903
-0.572335566
2.25812555
-0.466486629
0.329215753
-0.625049228
-0.423294419
1.911719932
-0.743458055
0.132083433
0.971131446
0.363138455
-1.185368918
0.819521732
-0.251136636
-0.859640327
0.677112216
0.687653617
0.463572243
1.170894844
0.603327344
-0.288991034
0.981865441
-0.086877492
0.001464569
0.2021823
-1.090405638
-0.316457172
0.257691579
0.846237175
-0.532930986
-0.545980553
-2.319376007
0.1374816
1.128146583
-0.703673516
0.286098562
0.269069664
2.661860886
0.307433087
0.00200823
-0.036731878
0.47763986
0.51610406
0.621492885
-0.181136216
-1.090658791
0.179973265
-1.208724716
1.49526762
0.075297271
0.664603615
1.334303792
0.081358357
0.480263185
0.416329124
-0.709787036
1.311357882
1.992993001
2.051908108
1.913177293
5.513112489
0.598429171
1.602165999
1.388863977
-1.8270026
2.078505456
-0.958033658
-1.302917902
-4.929685078
0.627927114
2.940133986
0.229166705
0.497625393
-0.042622794
-4.488590175
0.506064756
0.875223303
2.395417103
-0.489698047
0.831876909
1.611319964
0.094080804
0.027363387
-0.300737983
-1.158070064
0.359257599
-0.916081347
-0.731859418
-0.257062295
1.47569009
2.323606316
-0.05130878
-1.508972955
-1.306283909
0.844631807
0.781158653
0.128222926
-1.179154398
0.534360303
2.358601379
-0.580718118
0.536470453
0.036444319
-0.554644832
-0.977883348
-2.136848518
0.534423513
-2.366750419
-0.056967894
0.983908817
0.512334477
0.801586041
-0.666074141
-0.53054611
2.227993856
-0.96857983
-1.193664264
0.356715345
-1.937275852
0.152325289
0.259770461
0.215616277
-0.095956145
2.02295588
2.988701661
0.332072421
-0.665521671
-0.174185784
-0.147230406
-0.75809263
0.795462965
-0.013331532
-0.310172436
-1.253050021
-0.579232211
0.171300551
0.805234991
0.749683433
-1.63890273
0.541559378
1.194532181
0.752671333
1.4735334
0.012404269
1.938468339
-0.553063816
-0.993600278
0.072656048
-1.057057266
0.969598591
-0.191571448
-0.063638961
0.739682675
0.309970275
1.241211052
-0.616096464
-1.286534489
0.180889913
1.235809673
-0.41269478
2.131172124
0.000927548
-0.199225585
0.174968354
-0.865991657
-0.246329064
-1.350022483
-0.043993742
-1.035516937
0.920280619
0.207794964
0.17712964
1.275893331
-0.349590461
0.933079244
-1.639472844
0.849412196
-0.142078594
0.836469301
0.443302707
-0.425018036
1.393691158
1.890187026
